,Datetime,Open,High,Low,Close,Adj Close,Volume,buy_0.01,sell_0.01,returns_0.01,buy_0.03,sell_0.03,returns_0.03,buy_0.05,sell_0.05,returns_0.05,buy_0.1,sell_0.1,returns_0.1,dodreturn,returns
11,2020-12-29 15:30:00,664.0900268554688,666.0999755859375,663.6199951171875,665.97998046875,665.97998046875,1547732,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.002861045852926569,0.996956342816377
12,2020-12-30 09:30:00,672.0,677.0,668.5,674.875,674.875,8322608,0,1,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.013356286663435801,1.010271977521963
13,2020-12-30 10:30:00,674.9400024414062,683.4500122070312,671.4199829101562,682.3590698242188,682.3590698242188,6292530,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.011089564473745206,1.0214754537527109
14,2020-12-30 11:30:00,682.3930053710938,686.989990234375,679.3599853515625,684.1790161132812,684.1790161132812,6426415,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.002667138709728567,1.0241998704764523
15,2020-12-30 12:30:00,684.3400268554688,687.5,682.0499877929688,687.2899780273438,687.2899780273438,3821860,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.004546999894465387,1.0288569071794202
16,2020-12-30 13:30:00,687.2568969726562,694.7000122070312,685.1500244140625,694.280029296875,694.280029296875,5853784,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.010170454237662607,1.0393208492709916
17,2020-12-30 14:30:00,694.3099975585938,696.5999755859375,687.6799926757812,690.6500244140625,690.6500244140625,7485551,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.00522844490642882,1.0338868174704754
18,2020-12-30 15:30:00,690.6500244140625,696.489990234375,690.3800048828125,694.7100219726562,694.7100219726562,3350472,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.005878516491819807,1.0399645381776508
19,2020-12-31 09:30:00,699.989990234375,703.7399291992188,691.1300048828125,701.875,701.875,11026473,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.010313624103188479,1.050690341505061
20,2020-12-31 10:30:00,701.8699951171875,718.2999877929688,700.2630004882812,715.4299926757812,715.4299926757812,10671285,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.01931254521927861,1.0709818462368368
21,2020-12-31 11:30:00,715.47998046875,718.719970703125,711.6799926757812,715.1599731445312,715.1599731445312,6814139,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0003774227164283772,1.0705776333591845
22,2020-12-31 12:30:00,715.0906982421875,717.3200073242188,712.6599731445312,715.2899780273438,715.2899780273438,3831598,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.00018178433874149746,1.0707722476063362
23,2020-12-31 13:30:00,715.280029296875,717.77001953125,707.25,708.2999877929688,708.2999877929688,4788232,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.009772246849665489,1.0603083968829559
24,2020-12-31 14:30:00,708.3065795898438,710.869873046875,698.0,698.0,698.0,7320384,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.01454184380980017,1.0448895577852644
25,2020-12-31 15:30:00,698.2031860351562,706.89990234375,697.6900024414062,705.2100219726562,705.2100219726562,4105876,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.01032954437343303,1.0556827908377442
26,2021-01-04 09:30:00,718.6500244140625,743.0,717.1900024414062,740.030029296875,740.030029296875,16179436,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.04937537221439103,1.1078075215756849
27,2021-01-04 10:30:00,740.0,744.4899291992188,728.260009765625,735.6199951171875,735.6199951171875,8507263,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.005959263820520366,1.1012058042922586
28,2021-01-04 11:30:00,735.4500122070312,735.75,718.030029296875,723.6099853515625,723.6099853515625,7001655,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.016326377539142012,1.0832271025830886
29,2021-01-04 12:30:00,723.760009765625,731.989990234375,719.9000244140625,731.1649780273438,731.1649780273438,4484030,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.010440697100262852,1.094536748651954
30,2021-01-04 13:30:00,731.1099853515625,736.490478515625,726.2501220703125,727.469970703125,727.469970703125,3906976,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.005053589046603024,1.0890054097278619
31,2021-01-04 14:30:00,727.2899780273438,732.6799926757812,724.280029296875,730.7913208007812,730.7913208007812,3745736,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0045656181442734756,1.0939773925857275
32,2021-01-04 15:30:00,730.85498046875,732.780029296875,728.25,729.75,729.75,2459595,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0014249222331215172,1.0924185598764997
33,2021-01-05 09:30:00,725.0878295898438,735.6799926757812,719.2000122070312,732.0700073242188,732.0700073242188,10442782,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.003179180985568797,1.0958915561903415
34,2021-01-05 10:30:00,732.0,738.8983154296875,730.5499877929688,738.5900268554688,738.5900268554688,4995208,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.008906278724737371,1.1056518718418589
35,2021-01-05 11:30:00,738.7799072265625,740.8400268554688,733.530029296875,737.6699829101562,737.6699829101562,3805071,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0012456761015708917,1.1042745877284483
36,2021-01-05 12:30:00,737.6699829101562,740.5999755859375,735.1500854492188,738.7369995117188,738.7369995117188,2736774,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0014464687818163124,1.1058718864461505
37,2021-01-05 13:30:00,738.72998046875,740.530029296875,737.0,738.3287963867188,738.3287963867188,1920131,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.000552568945740961,1.1052608159837325
38,2021-01-05 14:30:00,738.4000244140625,739.4000244140625,733.5999755859375,735.9000244140625,735.9000244140625,2556215,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0032895533596174475,1.1016250015532596
39,2021-01-05 15:30:00,735.9000244140625,736.7999877929688,731.1199951171875,735.0549926757812,735.0549926757812,2583612,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0011482969292657685,1.1003600089467735
40,2021-01-06 09:30:00,758.489990234375,760.5900268554688,749.0999755859375,757.3092041015625,757.3092041015625,12573945,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.03027557345712384,1.1336740392269231
41,2021-01-06 10:30:00,757.2504272460938,769.97998046875,755.5100708007812,769.4199829101562,769.4199829101562,7632821,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.015991854770815106,1.1518035898196834
42,2021-01-06 11:30:00,769.614990234375,773.7498779296875,768.4000244140625,771.1445922851562,771.1445922851562,5231675,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.002241440842850384,1.1543852894288469
43,2021-01-06 12:30:00,771.1799926757812,772.5,768.341796875,769.6904296875,769.6904296875,2642121,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0018857197628100453,1.1522084422746737
44,2021-01-06 13:30:00,769.614990234375,774.0,764.4000244140625,764.5,764.5,3645134,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.006743528940079679,1.1444384912991903
45,2021-01-06 14:30:00,764.510009765625,767.9299926757812,750.0,758.6799926757812,758.6799926757812,8285672,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.007612828416244333,1.135726077431984
46,2021-01-06 15:30:00,758.530029296875,761.9500122070312,755.0,756.4600219726562,756.4600219726562,3161001,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0029260962784789513,1.1324028335834386
47,2021-01-07 09:30:00,777.6300048828125,794.010009765625,775.2000122070312,788.9099731445312,788.9099731445312,13246584,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.04289711317096945,1.180979646090794
48,2021-01-07 10:30:00,788.9099731445312,811.6099853515625,788.8099975585938,807.4400024414062,807.4400024414062,11396735,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.02348814177492997,1.2087186634514813
49,2021-01-07 11:30:00,807.4461059570312,808.0770263671875,797.72998046875,799.8121948242188,799.8121948242188,5652579,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.009446903292038789,1.1973000151305728
50,2021-01-07 12:30:00,800.0900268554688,801.6400146484375,795.3099975585938,799.5599975585938,799.5599975585938,3737545,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0003153206055834801,1.1969224817647368
51,2021-01-07 13:30:00,799.7050170898438,810.0,799.4600219726562,809.7288818359375,809.7288818359375,5040339,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.01271810034067955,1.212145061987836
52,2021-01-07 14:30:00,809.780029296875,812.7899780273438,806.2000122070312,811.5800170898438,811.5800170898438,5448567,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.002286117360305928,1.2149161678572555
53,2021-01-07 15:30:00,811.5999755859375,816.989990234375,809.5900268554688,816.239990234375,816.239990234375,3934043,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0057418529860320255,1.2218920378834452
54,2021-01-08 09:30:00,856.0,875.3800048828125,838.3900146484375,859.3400268554688,859.3400268554688,23598599,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.052803142625636346,1.2864117774329342
55,2021-01-08 10:30:00,859.3099975585938,884.489990234375,857.0,882.4500122070312,882.4500122070312,13072951,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.026892713744671504,1.3210068811212121
56,2021-01-08 11:30:00,882.489990234375,883.8900146484375,869.0399780273438,879.1199951171875,879.1199951171875,7395881,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0037736042198189823,1.3160219239802031
57,2021-01-08 12:30:00,879.046875,883.6699829101562,861.1099853515625,869.2235107421875,869.2235107421875,6758947,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.011257262296349824,1.301207119994211
58,2021-01-08 13:30:00,868.8377075195312,872.5,847.1799926757812,861.6400146484375,861.6400146484375,10362588,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.008724448890337522,1.2898548049800782
59,2021-01-08 14:30:00,861.5800170898438,871.52001953125,854.9000244140625,867.2999877929688,867.2999877929688,5746255,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.006568837389522297,1.2983276514500863
60,2021-01-08 15:30:00,867.2000122070312,884.0,866.3049926757812,880.030029296875,880.030029296875,6258909,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.01467778356171845,1.3173842237102649
61,2021-01-11 09:30:00,849.4000244140625,854.4299926757812,817.0,847.7899780273438,847.7899780273438,22515955,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.03663517175123032,1.269121626412278
62,2021-01-11 10:30:00,847.7150268554688,851.3699951171875,833.3900146484375,839.5582275390625,839.5582275390625,7040069,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.009709657700171292,1.25679888983993
63,2021-01-11 11:30:00,839.52001953125,843.8200073242188,834.3201904296875,836.094970703125,836.094970703125,3924741,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.004125094272602214,1.2516144759376386
64,2021-01-11 12:30:00,836.106689453125,839.97998046875,828.0,828.6008911132812,828.6008911132812,4512893,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.008963191805282045,1.240396015323542
65,2021-01-11 13:30:00,828.5,832.3576049804688,819.0,821.4375,821.4375,6309336,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.00864516462643039,1.2296725875691017
66,2021-01-11 14:30:00,821.3499755859375,828.739990234375,805.0499877929688,806.4500122070312,806.4500122070312,7785754,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.01824543899319031,1.2072366713910112
67,2021-01-11 15:30:00,806.469970703125,819.0,803.6221923828125,811.1900024414062,811.1900024414062,5448480,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0058775995568565165,1.2143323251158
68,2021-01-12 09:30:00,831.0,865.0,827.3400268554688,860.02001953125,860.02001953125,15687342,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.06019553611716377,1.2874297104505477
69,2021-01-12 10:30:00,860.1900024414062,866.5698852539062,856.989990234375,862.2293701171875,862.2293701171875,7209968,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0025689525078052,1.2907370562338325
70,2021-01-12 11:30:00,862.4000244140625,868.0,849.0,858.1395874023438,858.1395874023438,7406138,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.004743265372980643,1.2846147478493757
71,2021-01-12 12:30:00,858.1182861328125,860.0,854.364990234375,858.9849853515625,858.9849853515625,3063118,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0009851520214536613,1.2858802886650087
72,2021-01-12 13:30:00,858.739990234375,860.22998046875,847.64501953125,851.3298950195312,851.3298950195312,3399278,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.00891178595967912,1.2744207987626557
73,2021-01-12 14:30:00,851.1099853515625,860.1500244140625,850.1900024414062,858.5631103515625,858.5631103515625,4357468,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.008496371822894089,1.2852487517277729
74,2021-01-12 15:30:00,858.4299926757812,859.0999145507812,848.5999755859375,849.6099853515625,849.6099853515625,3398411,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.010428033643716583,1.271846134504211
75,2021-01-13 09:30:00,857.0,860.469970703125,833.510009765625,839.8400268554688,839.8400268554688,10962987,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.011499345187252041,1.257220736778475
76,2021-01-13 10:30:00,839.9000244140625,846.7993774414062,837.0,842.4400024414062,842.4400024414062,3682629,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0030957986078281596,1.2611128389851265
77,2021-01-13 11:30:00,842.510009765625,842.6500244140625,834.0999755859375,839.1500244140625,839.1500244140625,2766940,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0039052965407736506,1.2561878193775127
78,2021-01-13 12:30:00,839.1148071289062,841.47998046875,832.0,838.0225219726562,838.0225219726562,3237334,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0013436243920669222,1.2544999747823797
79,2021-01-13 13:30:00,837.9500122070312,855.4500122070312,836.5501098632812,853.8499755859375,853.8499755859375,4406354,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0188866685539959,1.2781933000070909
80,2021-01-13 14:30:00,854.030029296875,858.0,849.510009765625,851.4411010742188,851.4411010742188,4211552,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0028211917556895116,1.2745872716069333
81,2021-01-13 15:30:00,851.3864135742188,855.828125,849.75,854.2899780273438,854.2899780273438,2297691,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0033459471824073272,1.2788519732970987
82,2021-01-14 09:30:00,845.4400024414062,860.3499755859375,838.75,858.0,858.0,10287009,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.004342813410059154,1.284405788796214
83,2021-01-14 10:30:00,858.0,863.0,852.1900024414062,853.2431030273438,853.2431030273438,5311030,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0055441689657997895,1.2772848260824763
84,2021-01-14 11:30:00,853.0499877929688,858.0,850.2000122070312,856.280029296875,856.280029296875,2910635,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0035592743249328596,1.281831033169578
85,2021-01-14 12:30:00,856.292724609375,858.0,844.6900024414062,845.1126098632812,845.1126098632812,3609964,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.013041784289613445,1.265113669339248
86,2021-01-14 13:30:00,845.0,852.8200073242188,844.0,852.1591796875,852.1591796875,2873142,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.008338024710527803,1.275662218375825
87,2021-01-14 14:30:00,852.2329711914062,855.0,843.4000244140625,846.5549926757812,846.5549926757812,3250525,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.00657645560278286,1.267272882432529
88,2021-01-14 15:30:00,846.5700073242188,849.0,843.7000122070312,844.2100219726562,844.2100219726562,2127153,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0027700157974533957,1.2637625165285067
89,2021-01-15 09:30:00,852.0,859.9000244140625,835.9000244140625,843.3400268554688,843.3400268554688,11523927,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0010305434602098096,1.26246015433184
90,2021-01-15 10:30:00,843.340087890625,846.0,835.0,845.0800170898438,845.0800170898438,5686895,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0020632131512396956,1.2650648787251735
91,2021-01-15 11:30:00,845.22998046875,845.5,837.0,837.2100219726562,837.2100219726562,2697579,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.00931272182282683,1.2532836814217778
92,2021-01-15 12:30:00,837.2100219726562,840.8499755859375,832.0999755859375,839.7000732421875,839.7000732421875,3684941,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0029742253486935155,1.2570112295161664
93,2021-01-15 13:30:00,839.8453979492188,844.5,829.0,832.4249877929688,832.4249877929688,3589850,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.008663909508937806,1.2461205979719197
94,2021-01-15 14:30:00,832.4161987304688,833.3093872070312,819.0999755859375,825.02001953125,825.02001953125,6790806,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.008895658311929955,1.2350355349169035
95,2021-01-15 15:30:00,825.0,830.489990234375,822.3200073242188,826.0599975585938,826.0599975585938,3167663,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0012605488384811459,1.236592357525926
96,2021-01-19 09:30:00,837.7999877929688,850.0,835.5,840.4567260742188,840.4567260742188,8378176,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.01742818749022379,1.2581439209818657
97,2021-01-19 10:30:00,840.4600219726562,843.3800048828125,833.0,838.280029296875,838.280029296875,3704338,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0025898975043142647,1.2548854571808465
98,2021-01-19 11:30:00,838.4105224609375,840.219970703125,835.3178100585938,838.2100219726562,838.2100219726562,2366406,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-8.351305264597819e-05,1.2547806578655962
99,2021-01-19 12:30:00,838.3300170898438,838.7100219726562,836.0949096679688,836.6400146484375,836.6400146484375,1582986,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0018730476647413896,1.2524303938846184
100,2021-01-19 13:30:00,836.739990234375,846.0,835.1300048828125,839.6777954101562,839.6777954101562,3345202,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0036309293226850503,1.256977880126396
101,2021-01-19 14:30:00,839.6068725585938,841.5,836.0,840.0200805664062,840.0200805664062,2487441,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0004076386896509909,1.257490272942371
102,2021-01-19 15:30:00,840.2996826171875,845.0,839.3800048828125,844.5,844.5,1919619,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.005333109930625746,1.264196606804665
103,2021-01-20 09:30:00,858.739990234375,859.5,844.0,849.385009765625,849.385009765625,8028951,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.005784499426435774,1.2715093513516287
104,2021-01-20 10:30:00,849.47998046875,850.5,837.280029296875,846.219970703125,846.219970703125,4687711,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.003726271391784164,1.266771362431301
105,2021-01-20 11:30:00,846.3699951171875,850.0999755859375,844.1400146484375,846.530029296875,846.530029296875,2689944,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.00036640425005840527,1.2672355128423483
106,2021-01-20 12:30:00,846.5599975585938,850.5,845.7999877929688,846.4046020507812,846.4046020507812,2262174,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.00014816632813119401,1.267047751209533
107,2021-01-20 13:30:00,846.5,854.530029296875,846.3300170898438,854.1199951171875,854.1199951171875,2320560,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.009115490449499442,1.2785975128847433
108,2021-01-20 14:30:00,854.22998046875,856.0,851.0999755859375,851.3099975585938,851.3099975585938,2202034,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0032899330008170358,1.2743910127323412
109,2021-01-20 15:30:00,851.396728515625,852.8258056640625,848.5001220703125,850.6500244140625,850.6500244140625,1861111,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0007752442076610633,1.2734030484814252
110,2021-01-21 09:30:00,855.0,855.7199096679688,844.0,845.8709106445312,845.8709106445312,5954707,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.005618190363096964,1.2662488277461086
111,2021-01-21 10:30:00,845.9000244140625,852.8604125976562,841.4201049804688,851.6099853515625,851.6099853515625,3653147,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.006784811529525481,1.2748400873918484
112,2021-01-21 11:30:00,851.6300048828125,852.341796875,844.1900024414062,844.47998046875,844.47998046875,2323878,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.008372382904680342,1.2641666380379677
113,2021-01-21 12:30:00,844.2999877929688,848.9423828125,844.0,847.3800048828125,847.3800048828125,1584679,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.003434094923662645,1.2685079062723175
114,2021-01-21 13:30:00,847.4349975585938,848.1798706054688,844.8499755859375,846.2899780273438,846.2899780273438,1396100,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.001286349511656848,1.2668761617465512
115,2021-01-21 14:30:00,846.280029296875,848.2000122070312,844.5,847.4124145507812,847.4124145507812,2415177,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0013263025116447835,1.2685564227818185
116,2021-01-21 15:30:00,847.3851928710938,847.6199951171875,844.1300048828125,844.969970703125,844.969970703125,1579781,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0028822375099980535,1.2649001418765278
117,2021-01-22 09:30:00,834.3099975585938,840.7999877929688,832.030029296875,832.885009765625,832.885009765625,5284284,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.01430223718772361,1.2468092400286244
118,2021-01-22 10:30:00,833.0399780273438,835.2197875976562,828.6199951171875,831.8599853515625,831.8599853515625,3305778,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.0012306913944230002,1.245274802626434
119,2021-01-22 11:30:00,831.9119262695312,839.4105224609375,831.3900146484375,836.8800048828125,836.8800048828125,2119523,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.006034692880591441,1.2527896536122236
120,2021-01-22 12:30:00,836.9099731445312,838.2899780273438,834.5499877929688,837.7999877929688,837.7999877929688,1645483,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0010993008612807387,1.2541668463574431
121,2021-01-22 13:30:00,837.5499877929688,843.0499877929688,837.0800170898438,839.2999877929688,839.2999877929688,1777533,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.0017904034636613275,1.2564123110231706
122,2021-01-22 14:30:00,839.35009765625,844.7000122070312,839.0,844.5399780273438,844.5399780273438,1850572,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.006243286441781182,1.2642564529698685
123,2021-01-22 15:30:00,844.7000122070312,848.0,843.239990234375,846.5,846.5,2010108,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.002320816093554834,1.2671905596923017
124,2021-01-25 09:30:00,855.0,900.4000244140625,852.22998046875,885.5050048828125,885.5050048828125,12504479,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,0.04607797387219437,1.325580133192895
125,2021-01-25 10:30:00,885.6395874023438,887.5999755859375,838.8201293945312,863.9199829101562,863.9199829101562,10187490,0,0,1.02216619711331,0,0,1.0,0,0,1.0,0,0,1.0,-0.024375945763867035,1.2932678637605253
