,Datetime,Open,High,Low,Close,Adj Close,Volume,Actions
0,2020-12-28 11:30:00,671.489990234375,673.5499877929688,665.0800170898438,668.01318359375,668.01318359375,0,Nothing
1,2020-12-28 12:30:00,667.9749755859375,671.4498901367188,665.9500122070312,668.9271240234375,668.9271240234375,2674064,Nothing
2,2020-12-28 13:30:00,668.7817993164062,669.659912109375,666.3800048828125,668.1024780273438,668.1024780273438,1733599,Nothing
3,2020-12-28 14:30:00,668.1099853515625,669.1400146484375,665.75,666.6849975585938,666.6849975585938,1752353,Nothing
4,2020-12-28 15:30:00,666.8200073242188,668.0399780273438,662.27001953125,663.77001953125,663.77001953125,2506717,Nothing
5,2020-12-29 09:30:00,661.0,669.9000244140625,655.0,660.239990234375,660.239990234375,7953219,Nothing
6,2020-12-29 10:30:00,660.2449951171875,665.489990234375,659.0,661.1849975585938,661.1849975585938,3671042,Nothing
7,2020-12-29 11:30:00,661.21630859375,663.594970703125,657.5599975585938,658.9899291992188,658.9899291992188,2247893,Nothing
8,2020-12-29 12:30:00,658.6699829101562,666.3699951171875,658.0,666.0999755859375,666.0999755859375,2495679,Nothing
9,2020-12-29 13:30:00,665.9901123046875,666.2399291992188,662.2454833984375,663.030029296875,663.030029296875,1633319,Nothing
10,2020-12-29 14:30:00,663.239990234375,665.8599853515625,660.75,664.0800170898438,664.0800170898438,1859105,Nothing
11,2020-12-29 15:30:00,664.0900268554688,666.0999755859375,663.6199951171875,665.97998046875,665.97998046875,1547732,Nothing
12,2020-12-30 09:30:00,672.0,677.0,668.5,674.875,674.875,8322608,Nothing
13,2020-12-30 10:30:00,674.9400024414062,683.4500122070312,671.4199829101562,682.3590698242188,682.3590698242188,6292530,Nothing
14,2020-12-30 11:30:00,682.3930053710938,686.989990234375,679.3599853515625,684.1790161132812,684.1790161132812,6426415,Nothing
15,2020-12-30 12:30:00,684.3400268554688,687.5,682.0499877929688,687.2899780273438,687.2899780273438,3821860,Nothing
16,2020-12-30 13:30:00,687.2568969726562,694.7000122070312,685.1500244140625,694.280029296875,694.280029296875,5853784,Nothing
17,2020-12-30 14:30:00,694.3099975585938,696.5999755859375,687.6799926757812,690.6500244140625,690.6500244140625,7485551,Nothing
18,2020-12-30 15:30:00,690.6500244140625,696.489990234375,690.3800048828125,694.7100219726562,694.7100219726562,3350472,Nothing
19,2020-12-31 09:30:00,699.989990234375,703.7399291992188,691.1300048828125,701.875,701.875,11026473,Nothing
20,2020-12-31 10:30:00,701.8699951171875,718.2999877929688,700.2630004882812,715.4299926757812,715.4299926757812,10671285,Nothing
21,2020-12-31 11:30:00,715.47998046875,718.719970703125,711.6799926757812,715.1599731445312,715.1599731445312,6814139,Nothing
22,2020-12-31 12:30:00,715.0906982421875,717.3200073242188,712.6599731445312,715.2899780273438,715.2899780273438,3831598,Nothing
23,2020-12-31 13:30:00,715.280029296875,717.77001953125,707.25,708.2999877929688,708.2999877929688,4788232,Nothing
24,2020-12-31 14:30:00,708.3065795898438,710.869873046875,698.0,698.0,698.0,7320384,Nothing
25,2020-12-31 15:30:00,698.2031860351562,706.89990234375,697.6900024414062,705.2100219726562,705.2100219726562,4105876,Nothing
26,2021-01-04 09:30:00,718.6500244140625,743.0,717.1900024414062,740.030029296875,740.030029296875,16179436,Nothing
27,2021-01-04 10:30:00,740.0,744.4899291992188,728.260009765625,735.6199951171875,735.6199951171875,8507263,Nothing
28,2021-01-04 11:30:00,735.4500122070312,735.75,718.030029296875,723.6099853515625,723.6099853515625,7001655,Nothing
29,2021-01-04 12:30:00,723.760009765625,731.989990234375,719.9000244140625,731.1649780273438,731.1649780273438,4484030,Nothing
30,2021-01-04 13:30:00,731.1099853515625,736.490478515625,726.2501220703125,727.469970703125,727.469970703125,3906976,Nothing
31,2021-01-04 14:30:00,727.2899780273438,732.6799926757812,724.280029296875,730.7913208007812,730.7913208007812,3745736,Nothing
32,2021-01-04 15:30:00,730.85498046875,732.780029296875,728.25,729.75,729.75,2459595,Nothing
33,2021-01-05 09:30:00,725.0878295898438,735.6799926757812,719.2000122070312,732.0700073242188,732.0700073242188,10442782,Nothing
34,2021-01-05 10:30:00,732.0,738.8983154296875,730.5499877929688,738.5900268554688,738.5900268554688,4995208,Nothing
35,2021-01-05 11:30:00,738.7799072265625,740.8400268554688,733.530029296875,737.6699829101562,737.6699829101562,3805071,Nothing
36,2021-01-05 12:30:00,737.6699829101562,740.5999755859375,735.1500854492188,738.7369995117188,738.7369995117188,2736774,Nothing
37,2021-01-05 13:30:00,738.72998046875,740.530029296875,737.0,738.3287963867188,738.3287963867188,1920131,Nothing
38,2021-01-05 14:30:00,738.4000244140625,739.4000244140625,733.5999755859375,735.9000244140625,735.9000244140625,2556215,Nothing
39,2021-01-05 15:30:00,735.9000244140625,736.7999877929688,731.1199951171875,735.0549926757812,735.0549926757812,2583612,Nothing
40,2021-01-06 09:30:00,758.489990234375,760.5900268554688,749.0999755859375,757.3092041015625,757.3092041015625,12573945,Nothing
41,2021-01-06 10:30:00,757.2504272460938,769.97998046875,755.5100708007812,769.4199829101562,769.4199829101562,7632821,Nothing
42,2021-01-06 11:30:00,769.614990234375,773.7498779296875,768.4000244140625,771.1445922851562,771.1445922851562,5231675,Nothing
43,2021-01-06 12:30:00,771.1799926757812,772.5,768.341796875,769.6904296875,769.6904296875,2642121,Nothing
44,2021-01-06 13:30:00,769.614990234375,774.0,764.4000244140625,764.5,764.5,3645134,Nothing
45,2021-01-06 14:30:00,764.510009765625,767.9299926757812,750.0,758.6799926757812,758.6799926757812,8285672,Nothing
46,2021-01-06 15:30:00,758.530029296875,761.9500122070312,755.0,756.4600219726562,756.4600219726562,3161001,Nothing
47,2021-01-07 09:30:00,777.6300048828125,794.010009765625,775.2000122070312,788.9099731445312,788.9099731445312,13246584,Nothing
48,2021-01-07 10:30:00,788.9099731445312,811.6099853515625,788.8099975585938,807.4400024414062,807.4400024414062,11396735,Nothing
49,2021-01-07 11:30:00,807.4461059570312,808.0770263671875,797.72998046875,799.8121948242188,799.8121948242188,5652579,Nothing
50,2021-01-07 12:30:00,800.0900268554688,801.6400146484375,795.3099975585938,799.5599975585938,799.5599975585938,3737545,Nothing
51,2021-01-07 13:30:00,799.7050170898438,810.0,799.4600219726562,809.7288818359375,809.7288818359375,5040339,Nothing
52,2021-01-07 14:30:00,809.780029296875,812.7899780273438,806.2000122070312,811.5800170898438,811.5800170898438,5448567,Nothing
53,2021-01-07 15:30:00,811.5999755859375,816.989990234375,809.5900268554688,816.239990234375,816.239990234375,3934043,Nothing
54,2021-01-08 09:30:00,856.0,875.3800048828125,838.3900146484375,859.3400268554688,859.3400268554688,23598599,Nothing
55,2021-01-08 10:30:00,859.3099975585938,884.489990234375,857.0,882.4500122070312,882.4500122070312,13072951,Nothing
56,2021-01-08 11:30:00,882.489990234375,883.8900146484375,869.0399780273438,879.1199951171875,879.1199951171875,7395881,Nothing
57,2021-01-08 12:30:00,879.046875,883.6699829101562,861.1099853515625,869.2235107421875,869.2235107421875,6758947,Nothing
58,2021-01-08 13:30:00,868.8377075195312,872.5,847.1799926757812,861.6400146484375,861.6400146484375,10362588,Nothing
59,2021-01-08 14:30:00,861.5800170898438,871.52001953125,854.9000244140625,867.2999877929688,867.2999877929688,5746255,Nothing
60,2021-01-08 15:30:00,867.2000122070312,884.0,866.3049926757812,880.030029296875,880.030029296875,6258909,Nothing
61,2021-01-11 09:30:00,849.4000244140625,854.4299926757812,817.0,847.7899780273438,847.7899780273438,22515955,Nothing
62,2021-01-11 10:30:00,847.7150268554688,851.3699951171875,833.3900146484375,839.5582275390625,839.5582275390625,7040069,Nothing
63,2021-01-11 11:30:00,839.52001953125,843.8200073242188,834.3201904296875,836.094970703125,836.094970703125,3924741,Nothing
64,2021-01-11 12:30:00,836.106689453125,839.97998046875,828.0,828.6008911132812,828.6008911132812,4512893,Nothing
65,2021-01-11 13:30:00,828.5,832.3576049804688,819.0,821.4375,821.4375,6309336,Nothing
66,2021-01-11 14:30:00,821.3499755859375,828.739990234375,805.0499877929688,806.4500122070312,806.4500122070312,7785754,Nothing
67,2021-01-11 15:30:00,806.469970703125,819.0,803.6221923828125,811.1900024414062,811.1900024414062,5448480,Nothing
68,2021-01-12 09:30:00,831.0,865.0,827.3400268554688,860.02001953125,860.02001953125,15687342,Nothing
69,2021-01-12 10:30:00,860.1900024414062,866.5698852539062,856.989990234375,862.2293701171875,862.2293701171875,7209968,Nothing
70,2021-01-12 11:30:00,862.4000244140625,868.0,849.0,858.1395874023438,858.1395874023438,7406138,Nothing
71,2021-01-12 12:30:00,858.1182861328125,860.0,854.364990234375,858.9849853515625,858.9849853515625,3063118,Nothing
72,2021-01-12 13:30:00,858.739990234375,860.22998046875,847.64501953125,851.3298950195312,851.3298950195312,3399278,Nothing
73,2021-01-12 14:30:00,851.1099853515625,860.1500244140625,850.1900024414062,858.5631103515625,858.5631103515625,4357468,Nothing
74,2021-01-12 15:30:00,858.4299926757812,859.0999145507812,848.5999755859375,849.6099853515625,849.6099853515625,3398411,Nothing
75,2021-01-13 09:30:00,857.0,860.469970703125,833.510009765625,839.8400268554688,839.8400268554688,10962987,Nothing
76,2021-01-13 10:30:00,839.9000244140625,846.7993774414062,837.0,842.4400024414062,842.4400024414062,3682629,Nothing
77,2021-01-13 11:30:00,842.510009765625,842.6500244140625,834.0999755859375,839.1500244140625,839.1500244140625,2766940,Nothing
78,2021-01-13 12:30:00,839.1148071289062,841.47998046875,832.0,838.0225219726562,838.0225219726562,3237334,Nothing
79,2021-01-13 13:30:00,837.9500122070312,855.4500122070312,836.5501098632812,853.8499755859375,853.8499755859375,4406354,Nothing
80,2021-01-13 14:30:00,854.030029296875,858.0,849.510009765625,851.4411010742188,851.4411010742188,4211552,Nothing
81,2021-01-13 15:30:00,851.3864135742188,855.828125,849.75,854.2899780273438,854.2899780273438,2297691,Nothing
82,2021-01-14 09:30:00,845.4400024414062,860.3499755859375,838.75,858.0,858.0,10287009,Nothing
83,2021-01-14 10:30:00,858.0,863.0,852.1900024414062,853.2431030273438,853.2431030273438,5311030,Nothing
84,2021-01-14 11:30:00,853.0499877929688,858.0,850.2000122070312,856.280029296875,856.280029296875,2910635,Nothing
85,2021-01-14 12:30:00,856.292724609375,858.0,844.6900024414062,845.1126098632812,845.1126098632812,3609964,Nothing
86,2021-01-14 13:30:00,845.0,852.8200073242188,844.0,852.1591796875,852.1591796875,2873142,Nothing
87,2021-01-14 14:30:00,852.2329711914062,855.0,843.4000244140625,846.5549926757812,846.5549926757812,3250525,Nothing
