,Datetime,Open,High,Low,Close,Adj Close,Volume,dodreturn,returns
0,2020-12-28 11:30:00,371.9299011230469,372.05999755859375,371.760009765625,372.0299987792969,372.0299987792969,0,,1.0
1,2020-12-28 12:30:00,372.0299987792969,372.1400146484375,371.8699951171875,372.0700073242188,372.0700073242188,3221877,0.00010754117961786491,1.0001075411796179
2,2020-12-28 13:30:00,372.0799865722656,372.5190124511719,372.0700073242188,372.4049987792969,372.4049987792969,2309824,0.0009003452266609369,1.0010079832304666
3,2020-12-28 14:30:00,372.3999938964844,372.5899963378906,372.0899963378906,372.1099853515625,372.1099853515625,3155836,-0.0007921843925333683,1.0002150003293502
4,2020-12-28 15:30:00,372.1199951171875,372.3399963378906,371.8699951171875,372.1400146484375,372.1400146484375,7673400,8.070005658855628e-05,1.0002957177364775
5,2020-12-29 09:30:00,373.80999755859375,373.9700012207031,371.7749938964844,372.30999755859375,372.30999755859375,10252497,0.0004567713856753475,1.000752624197553
6,2020-12-29 10:30:00,372.3299865722656,372.8200073242188,371.9450073242188,372.6300048828125,372.6300048828125,5442527,0.0008595184827622226,1.0016127895747235
7,2020-12-29 11:30:00,372.6499938964844,372.8599853515625,371.760009765625,372.0849914550781,372.0849914550781,5048108,-0.0014626128346958422,1.000147817853296
8,2020-12-29 12:30:00,372.0849914550781,372.0849914550781,370.8299865722656,371.6600036621094,371.6600036621094,7980582,-0.0011421793480752562,0.9990054696707216
9,2020-12-29 13:30:00,371.6600036621094,371.8299865722656,370.9400024414063,371.010009765625,371.010009765625,4462724,-0.0017488938548128052,0.9972583151438901
10,2020-12-29 14:30:00,371.0,371.9700012207031,370.8299865722656,371.8800048828125,371.8800048828125,4951840,0.0023449370482944154,0.9995968231137906
11,2020-12-29 15:30:00,371.8900146484375,371.9400024414063,371.0499877929688,371.4800109863281,371.4800109863281,7222777,-0.001075599363322688,0.9985216574072701
12,2020-12-30 09:30:00,372.3399963378906,373.1000061035156,372.25,372.7280883789063,372.7280883789063,7354754,0.003359743070062926,1.001876433626052
13,2020-12-30 10:30:00,372.7300109863281,372.9898986816406,372.2099914550781,372.42999267578125,372.42999267578125,6209304,-0.0007997672094463004,1.0010751657065209
14,2020-12-30 11:30:00,372.42999267578125,372.6549987792969,372.2200012207031,372.5150146484375,372.5150146484375,2403225,0.00022828981104705548,1.0013037009669439
15,2020-12-30 12:30:00,372.5249938964844,372.5499877929688,372.1199951171875,372.2388916015625,372.2388916015625,2763757,-0.0007412400467551317,1.0005614945648231
16,2020-12-30 13:30:00,372.223388671875,372.45001220703125,371.80999755859375,371.9200134277344,371.9200134277344,4539406,-0.0008566492675070592,0.9997043642934084
17,2020-12-30 14:30:00,371.9200134277344,372.0499877929688,371.5700073242188,371.7900085449219,371.7900085449219,4108410,-0.00034955065099706584,0.999354916982065
18,2020-12-30 15:30:00,371.7900085449219,372.4400024414063,371.6900024414063,371.92999267578125,371.92999267578125,13254523,0.0003765139665996564,0.9997311880658988
19,2020-12-31 09:30:00,371.7799987792969,372.2300109863281,371.2319946289063,371.9400024414063,371.9400024414063,6416967,2.691303692148317e-05,0.9997580938682747
20,2020-12-31 10:30:00,371.9490051269531,372.0499877929688,371.5299987792969,371.6950073242188,371.6950073242188,3988429,-0.0006586952615458275,0.9990995579491516
21,2020-12-31 11:30:00,371.70001220703125,371.8299865722656,371.2850036621094,371.8200073242188,371.8200073242188,3886969,0.00033629722631967063,0.9994355523593071
22,2020-12-31 12:30:00,371.80999755859375,372.0899963378906,371.67999267578125,371.8500061035156,371.8500061035156,2620964,8.068091739521499e-05,0.9995161877365489
23,2020-12-31 13:30:00,371.8418884277344,372.6400146484375,371.4599914550781,372.4400024414063,372.4400024414063,6329123,0.0015866514137596877,1.0011020715088967
24,2020-12-31 14:30:00,372.4400024414063,373.6400146484375,372.43499755859375,373.3200073242188,373.3200073242188,9426007,0.0023628097869292652,1.0034674852811731
25,2020-12-31 15:30:00,373.32501220703125,374.6600036621094,373.0499877929688,373.8500061035156,373.8500061035156,20267352,0.0014196902627736652,1.0048920982990368
26,2021-01-04 09:30:00,375.30999755859375,375.3599853515625,372.1400146484375,372.489990234375,372.489990234375,11903531,-0.003637865044635147,1.0012364364610047
27,2021-01-04 10:30:00,372.4800109863281,372.59991455078125,367.6521911621094,368.98809814453125,368.98809814453125,16400051,-0.009401305220686162,0.9918235071237627
28,2021-01-04 11:30:00,368.98809814453125,368.98809814453125,364.8200073242188,366.4798889160156,366.4798889160156,14835702,-0.006797534232481306,0.9850815528815092
29,2021-01-04 12:30:00,366.4630126953125,368.25,365.010009765625,367.9599914550781,367.9599914550781,11030489,0.004038700577650767,0.9890600023181649
30,2021-01-04 13:30:00,367.95001220703125,368.6400146484375,367.239990234375,367.7999877929688,367.7999877929688,8240738,-0.0004348398353760663,0.9886299196295798
